Idade,Instisfeito,ViagemTrabalho,DistanciaMoradia,Educacao,Satisfacao,Genero,EnvolvimentoTrabalho,NivelTrabalho,SatisfacaoTrabalho,StatusCivil,SalarioMensal,TrabalhosAnteriores,TaxaPerformance,SatisfacaoColegas,Workbalance,AnosEmpresa,AnosMesmaPosicao,AnosUltimaPromocao,AnosComMemoGerente
37,Nao,Viaja_raramente,2,3,4,Masculino,3,2,3,Casado,9602,4,3,3,2,3,0,1,0
20,Nao,Viaja_raramente,1,3,4,Feminino,2,1,2,Solteiro,2836,1,3,4,4,1,0,0,0
42,Nao,Viaja_raramente,2,4,3,Feminino,3,2,4,Casado,4089,1,3,2,3,10,2,2,2
43,Nao,Viaja_raramente,6,4,2,Masculino,2,4,4,Divorciado,16627,4,3,3,2,1,0,0,0
38,Nao,Viaja_raramente,1,1,3,Feminino,3,1,1,Solteiro,2619,3,3,4,2,0,0,0,0
43,Nao,Viaja_frequentemente,9,5,4,Masculino,3,2,3,Divorciado,5679,3,3,2,3,8,7,4,7
48,Nao,Viaja_raramente,1,4,4,Feminino,2,4,1,Casado,15402,7,3,1,1,3,2,0,2
44,Nao,Viaja_raramente,1,4,1,Feminino,2,2,3,Solteiro,5985,4,3,2,4,2,2,0,2
34,Nao,Viaja_raramente,14,3,3,Feminino,3,1,3,Divorciado,2579,1,3,4,3,8,2,0,6
27,Sim,Viaja_raramente,2,1,3,Masculino,3,1,1,Divorciado,3041,0,3,2,3,4,3,0,2
21,Nao,Viaja_raramente,22,1,3,Masculino,3,1,3,Solteiro,3447,1,3,3,3,3,2,1,2
44,Nao,Viaja_raramente,3,4,4,Masculino,3,5,4,Casado,19513,4,3,1,4,2,2,0,1
22,Nao,Viaja_raramente,6,1,1,Masculino,3,1,3,Casado,2773,0,4,4,3,2,2,2,2
33,Nao,Viaja_raramente,8,4,3,Masculino,3,2,3,Divorciado,7104,0,3,4,3,5,0,1,2
32,Nao,Viaja_raramente,9,4,1,Feminino,3,2,4,Casado,6322,1,3,4,2,6,4,0,5
30,Nao,Viaja_frequentemente,3,3,3,Feminino,3,1,3,Divorciado,2083,1,4,3,3,1,0,0,0
53,Nao,Viaja_raramente,1,1,4,Feminino,3,2,1,Solteiro,8381,7,4,4,4,14,7,8,10
34,Nao,Viaja_raramente,1,5,2,Masculino,3,1,4,Casado,2691,1,3,4,2,10,9,8,8
45,Sim,Viaja_frequentemente,26,4,1,Feminino,3,2,1,Casado,4286,2,3,4,3,1,1,0,0
26,Nao,Viaja_raramente,6,3,3,Feminino,3,1,4,Casado,2659,1,3,3,3,3,2,0,2
37,Nao,Viaja_raramente,3,3,3,Masculino,3,3,3,Casado,9434,1,3,3,3,10,7,7,8
29,Nao,Viaja_raramente,3,2,2,Feminino,3,2,3,Casado,5561,1,3,1,2,6,0,1,2
35,Nao,Viaja_raramente,6,4,2,Masculino,1,2,4,Solteiro,6646,1,3,2,3,17,11,11,8
33,Nao,Viaja_frequentemente,6,3,3,Masculino,3,2,4,Divorciado,7725,3,4,3,1,13,11,4,7
54,Nao,Viaja_raramente,19,4,3,Masculino,3,3,2,Casado,10725,2,3,3,4,9,7,7,1
36,Nao,Viaja_raramente,9,2,2,Masculino,2,2,2,Divorciado,8847,2,3,3,3,3,2,0,2
27,Nao,Viaja_raramente,3,4,1,Masculino,2,1,4,Solteiro,2045,0,3,4,3,4,2,1,1
20,Sim,Viaja_raramente,10,1,4,Masculino,3,1,3,Solteiro,1009,1,3,4,3,1,0,1,1
33,Sim,Viaja_frequentemente,3,3,1,Masculino,3,1,1,Solteiro,3348,1,3,1,3,10,8,9,7
35,Nao,Nao_viaja,3,3,3,Masculino,2,1,3,Casado,1281,1,3,3,3,1,0,0,0
23,Nao,Viaja_raramente,4,3,1,Masculino,4,1,1,Casado,2819,2,3,1,4,3,2,0,2
25,Nao,Viaja_raramente,8,3,4,Masculino,4,2,2,Casado,4851,0,4,3,3,3,2,1,2
38,Nao,Viaja_raramente,7,4,4,Feminino,2,2,4,Solteiro,4028,0,4,1,3,7,7,0,5
29,Nao,Viaja_frequentemente,1,4,2,Masculino,1,1,4,Divorciado,2720,1,3,4,3,10,7,2,8
48,Nao,Viaja_raramente,2,1,2,Masculino,4,2,2,Casado,8120,3,3,4,3,2,2,2,2
27,Nao,Viaja_frequentemente,3,1,4,Feminino,4,2,4,Divorciado,4647,1,4,2,3,6,5,0,4
37,Nao,Viaja_raramente,10,2,4,Masculino,4,1,4,Solteiro,4680,3,3,1,3,1,0,0,0
50,Nao,Viaja_raramente,28,1,4,Masculino,4,1,3,Casado,3221,1,3,3,3,20,8,3,8
34,Nao,Viaja_raramente,9,3,4,Feminino,2,3,2,Solteiro,8621,1,3,2,4,8,7,7,7
24,Sim,Viaja_raramente,3,2,1,Feminino,3,2,3,Solteiro,4577,9,3,1,3,2,2,2,0
39,Nao,Viaja_raramente,2,4,4,Feminino,2,2,3,Solteiro,4553,1,3,1,3,20,7,11,10
32,Nao,Viaja_raramente,10,3,4,Masculino,3,2,4,Solteiro,5396,1,3,4,2,10,7,0,8
50,Sim,Viaja_frequentemente,8,2,2,Masculino,3,2,3,Casado,6796,3,3,1,3,4,3,1,3
38,Nao,Viaja_raramente,1,4,2,Feminino,4,2,4,Solteiro,7625,0,3,3,2,9,7,1,8
27,Nao,Viaja_raramente,1,2,3,Feminino,3,3,1,Casado,7412,1,3,4,3,9,7,0,7
32,Nao,Viaja_raramente,3,2,3,Feminino,3,3,4,Solteiro,11159,3,3,4,3,7,7,7,7
47,Nao,Viaja_raramente,14,4,4,Masculino,3,2,1,Solteiro,4960,2,3,4,3,7,7,1,7
40,Nao,Viaja_frequentemente,5,4,4,Masculino,2,3,1,Casado,10475,5,4,3,3,18,13,1,12
53,Nao,Viaja_raramente,7,3,3,Masculino,4,4,3,Casado,14814,3,3,3,3,5,1,1,3
41,Nao,Viaja_raramente,10,4,2,Masculino,2,5,4,Divorciado,19141,3,3,2,2,21,6,12,6
60,Nao,Viaja_raramente,16,4,1,Masculino,3,2,1,Solteiro,5405,8,3,4,3,2,2,2,2
27,Nao,Viaja_frequentemente,10,2,4,Masculino,3,3,1,Divorciado,8793,1,4,3,2,9,7,1,7
41,Nao,Viaja_raramente,1,3,4,Masculino,2,5,3,Casado,19189,1,3,2,3,22,7,2,10
50,Nao,Viaja_raramente,8,4,4,Masculino,3,1,2,Casado,3875,7,3,4,3,2,2,2,2
28,Sim,Viaja_raramente,1,2,1,Feminino,1,1,2,Solteiro,2216,7,3,4,3,7,7,3,7
36,Nao,Nao_viaja,8,3,1,Feminino,4,3,1,Casado,11713,9,3,1,3,8,7,0,5
38,Nao,Viaja_raramente,1,3,3,Feminino,3,3,3,Solteiro,7861,4,3,4,4,1,0,0,0
44,Nao,Nao_viaja,24,3,1,Masculino,1,1,3,Solteiro,3708,2,3,3,3,5,2,1,4
47,Nao,Viaja_frequentemente,3,3,4,Feminino,3,4,3,Divorciado,13770,9,3,4,2,22,2,11,13
30,Nao,Viaja_raramente,27,5,3,Masculino,3,2,4,Divorciado,5304,7,4,4,2,8,7,7,7
29,Nao,Viaja_raramente,10,3,3,Masculino,3,1,3,Solteiro,2642,1,3,3,3,1,0,0,0
42,Sim,Viaja_frequentemente,19,3,3,Masculino,4,1,3,Divorciado,2759,6,3,4,3,2,2,2,2
43,Nao,Viaja_frequentemente,15,3,4,Masculino,2,2,4,Casado,6804,3,3,3,3,2,2,2,2
34,Nao,Viaja_raramente,8,2,2,Feminino,3,2,3,Solteiro,6142,3,3,4,3,5,1,4,3
23,Nao,Viaja_raramente,9,1,2,Masculino,3,1,1,Casado,2500,1,3,4,4,4,3,0,2
39,Nao,Viaja_raramente,3,3,3,Feminino,4,2,2,Casado,6389,9,3,3,1,8,3,3,6
56,Nao,Viaja_raramente,9,3,3,Masculino,3,4,4,Casado,11103,7,3,3,2,10,7,1,1
40,Nao,Viaja_raramente,2,1,4,Feminino,2,1,4,Solteiro,2342,0,4,4,2,4,2,2,3
27,Nao,Viaja_raramente,7,3,4,Feminino,2,2,1,Solteiro,6811,8,3,1,1,7,6,0,7
29,Nao,Viaja_raramente,10,3,4,Masculino,3,1,2,Divorciado,2297,1,3,4,3,2,2,2,2
53,Nao,Viaja_raramente,6,3,4,Masculino,3,2,4,Solteiro,2450,2,3,4,3,2,2,2,2
35,Nao,Nao_viaja,2,4,4,Feminino,3,2,1,Divorciado,5093,2,3,1,4,1,0,0,0
32,Nao,Viaja_frequentemente,24,4,1,Masculino,3,2,4,Casado,5309,1,3,4,3,10,8,4,7
38,Nao,Viaja_raramente,2,5,4,Masculino,3,1,3,Casado,3057,6,3,2,1,1,0,0,1
34,Nao,Viaja_raramente,8,5,2,Feminino,3,2,1,Divorciado,5121,3,3,3,3,0,0,0,0
52,Nao,Viaja_raramente,3,4,3,Masculino,2,4,1,Casado,16856,1,3,1,4,34,6,1,16
33,Sim,Viaja_raramente,1,4,4,Masculino,3,1,4,Solteiro,2686,1,3,3,2,10,9,7,8
25,Nao,Viaja_raramente,26,1,3,Feminino,3,2,4,Solteiro,6180,1,4,2,2,6,5,1,4
45,Nao,Viaja_raramente,2,2,2,Masculino,1,2,3,Solteiro,6632,0,3,1,3,8,7,3,1
23,Nao,Viaja_raramente,10,1,1,Masculino,4,1,3,Solteiro,3505,1,3,4,3,2,2,0,2
47,Sim,Viaja_frequentemente,27,2,2,Feminino,4,2,3,Solteiro,6397,4,3,4,3,5,4,1,3
34,Nao,Viaja_raramente,2,3,4,Masculino,3,2,4,Solteiro,6274,1,4,3,3,6,5,1,4
55,Sim,Viaja_raramente,2,3,4,Masculino,3,5,1,Casado,19859,5,3,4,3,5,2,1,4
36,Nao,Nao_viaja,8,4,1,Masculino,2,3,1,Solteiro,7587,1,3,2,3,10,7,0,9
52,Nao,Nao_viaja,19,4,4,Masculino,3,1,4,Casado,4258,0,3,1,3,4,3,1,2
26,Nao,Viaja_frequentemente,1,2,1,Feminino,1,1,4,Divorciado,4364,3,3,1,3,2,2,2,0
29,Nao,Viaja_raramente,27,3,2,Feminino,3,2,3,Casado,4335,4,3,1,2,8,7,1,1
26,Sim,Viaja_raramente,8,3,4,Masculino,2,2,1,Solteiro,5326,6,3,3,2,4,3,1,2
34,Nao,Viaja_raramente,1,4,2,Feminino,4,1,4,Solteiro,3280,2,3,3,3,4,2,1,3
54,Nao,Viaja_raramente,19,4,4,Feminino,3,2,1,Divorciado,5485,9,3,2,3,5,3,1,4
27,Nao,Viaja_frequentemente,8,1,3,Masculino,3,2,4,Casado,4342,0,3,2,3,4,2,1,1
37,Nao,Viaja_raramente,10,1,4,Feminino,3,1,1,Divorciado,2782,0,3,2,2,5,3,4,3
38,Nao,Viaja_frequentemente,2,4,1,Feminino,4,2,1,Solteiro,5980,6,3,4,3,15,7,4,12
34,Nao,Viaja_raramente,2,4,3,Feminino,2,1,1,Solteiro,4381,1,3,3,3,6,5,1,3
35,Nao,Viaja_raramente,8,4,1,Feminino,3,1,4,Casado,2572,1,3,2,2,3,2,0,2
30,Nao,Viaja_raramente,1,3,4,Masculino,1,1,3,Casado,3833,3,4,3,3,2,2,0,2
40,Nao,Viaja_frequentemente,2,2,3,Feminino,4,2,2,Casado,4244,1,4,4,3,8,7,3,7
34,Nao,Viaja_raramente,8,2,3,Feminino,3,2,1,Casado,6500,5,3,2,3,3,2,1,2
42,Nao,Viaja_frequentemente,8,3,2,Masculino,3,5,4,Divorciado,18430,1,3,2,2,24,7,14,9
23,Sim,Viaja_raramente,6,3,3,Masculino,4,1,1,Casado,1601,1,4,3,3,0,0,0,0
24,Nao,Nao_viaja,9,3,3,Masculino,2,1,2,Divorciado,2694,1,3,3,3,1,0,0,0
52,Nao,Viaja_raramente,11,4,4,Feminino,3,2,3,Casado,3149,8,4,2,3,5,2,1,4
50,Nao,Viaja_raramente,2,3,3,Masculino,3,4,3,Casado,17639,5,3,4,3,4,3,0,3
29,Sim,Viaja_raramente,1,2,2,Feminino,2,1,1,Casado,2319,1,3,4,3,1,0,0,0
33,Nao,Viaja_raramente,7,3,3,Masculino,3,3,3,Casado,11691,0,3,4,4,13,9,3,7
33,Sim,Viaja_raramente,16,3,1,Feminino,3,2,1,Solteiro,5324,5,3,3,3,3,2,0,2
47,Nao,Viaja_raramente,2,2,3,Feminino,3,4,4,Casado,16752,1,3,3,2,26,14,3,0
36,Nao,Viaja_raramente,1,3,3,Feminino,3,2,2,Casado,5228,0,3,1,3,9,7,0,5
29,Nao,Viaja_raramente,23,2,3,Masculino,4,1,3,Casado,2700,1,4,3,3,10,7,0,7
58,Sim,Viaja_raramente,2,4,4,Masculino,3,5,2,Solteiro,19246,7,3,4,3,31,15,13,8
35,Nao,Viaja_raramente,1,4,4,Feminino,4,1,3,Solteiro,2506,3,3,3,3,2,2,2,2
42,Nao,Viaja_raramente,1,2,4,Feminino,2,2,4,Casado,6062,9,3,4,3,4,3,0,2
28,Sim,Viaja_raramente,2,4,3,Masculino,3,1,3,Solteiro,4382,6,3,4,2,2,2,2,1
36,Nao,Viaja_raramente,13,3,3,Masculino,3,1,2,Casado,2143,4,3,2,3,5,2,0,4
32,Nao,Viaja_raramente,4,3,3,Feminino,2,2,3,Casado,6162,1,3,3,3,14,13,6,8
40,Nao,Viaja_frequentemente,16,4,1,Masculino,2,2,3,Solteiro,5094,6,3,4,3,1,0,0,0
30,Nao,Viaja_raramente,2,3,3,Feminino,2,2,4,Solteiro,6877,5,4,2,2,0,0,0,0
45,Nao,Viaja_raramente,2,3,2,Feminino,2,1,3,Solteiro,2274,1,3,4,3,1,0,0,0
42,Nao,Viaja_raramente,29,3,2,Masculino,3,2,2,Casado,4434,1,3,4,2,9,8,7,8
38,Nao,Viaja_frequentemente,12,3,1,Masculino,2,2,1,Divorciado,6288,2,3,3,2,4,3,1,2
34,Nao,Viaja_frequentemente,16,4,3,Feminino,2,1,4,Solteiro,2553,1,3,3,3,5,2,1,3
49,Sim,Viaja_raramente,11,3,3,Feminino,3,3,4,Casado,7654,1,3,1,4,9,8,7,7
55,Sim,Viaja_raramente,2,1,3,Masculino,3,2,4,Solteiro,5160,4,3,3,2,9,7,7,3
43,Nao,Viaja_raramente,14,2,2,Masculino,3,4,1,Casado,17159,6,4,3,3,4,1,1,0
27,Nao,Viaja_raramente,5,1,3,Masculino,2,3,4,Divorciado,12808,1,3,2,3,9,8,0,8
35,Nao,Viaja_raramente,7,3,3,Masculino,3,3,3,Solteiro,10221,3,4,2,4,8,5,1,6
28,Nao,Viaja_raramente,2,4,2,Feminino,3,2,2,Casado,4779,1,4,1,3,8,7,7,5
34,Nao,Viaja_raramente,3,2,3,Masculino,3,1,4,Casado,3737,0,3,3,1,3,2,0,2
26,Sim,Viaja_frequentemente,5,2,3,Feminino,2,1,3,Casado,2366,1,3,1,3,8,7,1,7
27,Nao,Nao_viaja,3,3,4,Masculino,3,1,4,Casado,1706,1,3,3,2,0,0,0,0
51,Nao,Viaja_raramente,26,4,1,Feminino,3,4,3,Casado,16307,2,3,3,2,20,6,4,17
44,Nao,Viaja_raramente,4,3,4,Masculino,3,2,2,Solteiro,5933,9,3,4,2,5,2,2,3
25,Nao,Viaja_raramente,2,1,1,Masculino,4,1,1,Solteiro,3424,7,3,3,2,4,3,0,1
33,Nao,Viaja_raramente,1,3,1,Masculino,4,2,1,Divorciado,4037,1,4,1,3,9,8,0,8
35,Nao,Viaja_raramente,27,1,3,Feminino,2,1,1,Solteiro,2559,1,3,4,2,6,5,1,1
36,Nao,Viaja_raramente,1,2,2,Masculino,3,2,4,Casado,6201,1,3,4,2,18,14,4,11
32,Nao,Viaja_raramente,13,4,2,Masculino,3,2,4,Divorciado,4403,2,3,3,2,5,2,0,3
30,Nao,Viaja_frequentemente,5,4,2,Masculino,2,1,4,Divorciado,3761,9,3,2,2,5,4,0,3
53,Nao,Viaja_raramente,7,2,1,Feminino,2,3,4,Casado,10934,7,3,4,3,5,2,0,4
45,Nao,Viaja_raramente,9,3,4,Masculino,3,3,1,Divorciado,10761,4,3,3,3,5,4,0,2
32,Nao,Viaja_raramente,8,2,3,Feminino,4,2,3,Casado,5175,5,3,3,2,5,3,1,3
52,Nao,Viaja_frequentemente,25,4,3,Feminino,2,4,4,Casado,13826,3,4,3,3,9,8,0,0
37,Nao,Viaja_raramente,16,4,4,Masculino,2,2,3,Divorciado,6334,4,3,4,3,1,0,0,0
28,Nao,Viaja_raramente,8,2,2,Masculino,2,1,4,Divorciado,4936,1,3,4,3,5,1,0,4
22,Nao,Viaja_raramente,1,2,4,Masculino,2,2,4,Casado,4775,6,4,1,1,2,2,2,2
44,Nao,Viaja_raramente,8,4,1,Masculino,4,1,4,Casado,2818,2,4,3,2,3,2,0,2
42,Nao,Viaja_frequentemente,2,1,2,Masculino,3,1,4,Solteiro,2515,5,3,4,3,2,1,2,2
36,Nao,Viaja_raramente,8,3,1,Masculino,2,1,1,Casado,2342,0,4,3,3,5,4,0,3
25,Nao,Viaja_raramente,3,1,3,Masculino,3,2,1,Casado,4194,1,3,4,3,5,3,0,3
35,Nao,Viaja_raramente,9,3,4,Feminino,2,3,3,Casado,10685,1,4,2,3,17,14,5,15
35,Sim,Viaja_frequentemente,25,4,4,Feminino,3,1,2,Divorciado,2022,1,3,1,2,10,2,7,8
32,Nao,Nao_viaja,1,3,4,Masculino,3,1,4,Divorciado,2314,0,3,2,3,3,0,0,2
25,Nao,Viaja_raramente,4,1,3,Masculino,2,2,1,Casado,4256,1,3,1,4,5,2,0,3
49,Nao,Viaja_raramente,1,3,3,Feminino,3,1,1,Casado,3580,2,3,2,3,4,2,0,2
24,Nao,Nao_viaja,4,1,1,Masculino,2,1,4,Casado,3162,0,3,4,2,5,2,3,4
32,Nao,Viaja_frequentemente,5,2,2,Masculino,3,2,2,Casado,6524,1,3,4,3,10,8,5,3
38,Nao,Viaja_raramente,9,3,2,Masculino,2,1,2,Casado,2899,0,3,4,3,2,2,1,2
42,Nao,Viaja_raramente,3,3,3,Feminino,4,2,4,Casado,5231,2,3,2,2,5,3,1,3
31,Nao,Viaja_raramente,11,4,4,Masculino,3,1,4,Casado,2356,3,3,2,3,6,4,0,2
29,Sim,Viaja_raramente,1,3,2,Feminino,2,1,3,Divorciado,2800,6,3,3,3,3,2,0,2
53,Nao,Viaja_raramente,8,3,1,Masculino,3,4,4,Casado,11836,5,3,3,3,2,0,2,2
35,Nao,Viaja_raramente,25,3,4,Masculino,2,3,2,Casado,10903,3,3,1,3,13,10,4,8
37,Nao,Viaja_frequentemente,21,2,3,Feminino,3,1,4,Casado,2973,5,3,2,3,5,4,0,0
53,Nao,Viaja_raramente,23,4,4,Feminino,3,4,4,Solteiro,14275,6,3,3,3,12,9,3,8
43,Nao,Viaja_frequentemente,1,3,4,Feminino,3,2,4,Casado,5562,4,3,2,2,5,2,2,2
47,Nao,Viaja_raramente,2,2,3,Feminino,3,2,4,Casado,4537,0,4,1,3,7,6,7,7
37,Nao,Nao_viaja,19,2,1,Masculino,3,3,2,Solteiro,7642,1,3,4,3,10,0,0,9
50,Nao,Nao_viaja,2,4,1,Masculino,3,4,1,Divorciado,17924,1,3,4,3,31,6,14,7
39,Nao,Viaja_raramente,2,3,4,Feminino,2,2,4,Casado,5204,8,3,3,3,5,4,0,4
33,Nao,Viaja_raramente,3,2,4,Masculino,3,1,2,Divorciado,2277,3,3,3,4,4,3,0,3
32,Sim,Viaja_raramente,25,4,1,Masculino,3,1,4,Solteiro,2795,1,4,3,1,1,0,0,1
29,Nao,Viaja_raramente,7,1,1,Feminino,2,1,4,Divorciado,2532,6,3,3,3,4,3,0,3
44,Nao,Viaja_raramente,9,2,2,Masculino,3,1,1,Casado,2559,1,3,4,3,8,7,7,1
28,Nao,Viaja_raramente,5,4,1,Masculino,3,2,4,Solteiro,4908,1,3,2,3,4,2,0,2
58,Sim,Viaja_frequentemente,2,1,4,Masculino,2,1,4,Divorciado,2380,9,3,4,2,1,0,0,0
43,Nao,Viaja_raramente,8,3,1,Feminino,3,2,2,Divorciado,4765,4,4,3,4,1,0,0,0
20,Sim,Viaja_raramente,2,3,3,Feminino,2,1,3,Solteiro,2044,1,3,4,2,2,2,0,2
21,Sim,Viaja_raramente,18,1,4,Feminino,3,1,4,Solteiro,2693,1,3,1,2,1,0,0,0
36,Nao,Viaja_raramente,14,1,3,Masculino,3,2,4,Casado,6586,0,3,1,2,16,8,4,11
47,Nao,Viaja_raramente,2,4,4,Feminino,2,1,4,Solteiro,3294,1,3,1,2,3,2,1,2
22,Sim,Viaja_raramente,3,1,2,Feminino,3,2,3,Casado,4171,0,3,1,4,3,2,0,2
41,Sim,Viaja_raramente,2,4,2,Feminino,1,1,4,Divorciado,2778,4,3,3,2,7,7,1,0
28,Nao,Viaja_raramente,9,3,3,Feminino,3,1,3,Divorciado,2377,5,3,2,3,2,2,2,2
39,Sim,Viaja_raramente,6,3,4,Masculino,3,1,1,Casado,2404,7,4,4,1,2,2,2,2
27,Nao,Viaja_raramente,4,3,2,Feminino,3,1,3,Solteiro,2318,1,3,3,3,1,1,0,0
34,Nao,Viaja_raramente,10,3,2,Masculino,3,1,2,Divorciado,2008,1,3,2,3,1,0,1,0
42,Nao,Viaja_raramente,14,2,3,Feminino,2,2,3,Solteiro,6244,7,3,1,3,5,4,0,3
33,Nao,Viaja_raramente,1,4,3,Masculino,2,1,1,Solteiro,2799,3,3,2,3,3,2,0,2
58,Nao,Viaja_raramente,5,3,3,Feminino,2,3,2,Divorciado,10552,2,3,4,3,6,0,0,4
31,Nao,Viaja_raramente,7,4,2,Masculino,2,1,3,Casado,2329,3,3,2,4,7,7,5,2
35,Nao,Viaja_raramente,21,1,4,Feminino,3,2,4,Casado,4014,1,4,4,1,10,6,0,7
49,Nao,Viaja_raramente,8,2,1,Feminino,3,3,2,Casado,7403,4,3,3,2,26,9,1,7
48,Nao,Viaja_raramente,20,4,4,Masculino,3,1,3,Casado,2259,4,3,1,2,0,0,0,0
31,Nao,Nao_viaja,20,2,4,Feminino,3,2,3,Casado,6932,1,3,4,2,9,8,0,0
36,Nao,Viaja_raramente,7,4,2,Masculino,3,1,4,Solteiro,4678,2,3,3,3,6,2,0,1
38,Nao,Viaja_raramente,1,3,4,Feminino,3,3,1,Casado,13582,1,3,2,3,15,12,5,11
32,Nao,Nao_viaja,1,3,3,Feminino,2,1,2,Casado,2332,6,4,3,3,3,0,0,2
25,Sim,Viaja_raramente,19,2,3,Masculino,2,1,2,Casado,2413,1,3,3,3,1,0,0,0
40,Nao,Viaja_raramente,10,4,1,Masculino,2,3,2,Divorciado,9705,2,3,2,2,1,0,0,0
26,Nao,Viaja_frequentemente,1,3,3,Masculino,2,2,1,Solteiro,4294,1,3,2,3,7,7,0,7
41,Nao,Viaja_raramente,6,3,4,Masculino,3,1,1,Solteiro,4721,2,3,3,3,18,13,2,17
36,Nao,Viaja_raramente,2,4,3,Masculino,3,1,3,Solteiro,2519,4,4,3,3,11,8,3,9
19,Sim,Viaja_raramente,21,3,4,Masculino,2,1,2,Solteiro,2121,1,3,2,4,1,0,0,0
20,Sim,Viaja_raramente,4,3,1,Masculino,3,1,1,Solteiro,2973,1,3,2,3,1,0,0,0
31,Nao,Viaja_raramente,12,3,4,Feminino,3,2,4,Casado,5855,0,3,3,1,9,7,8,5
40,Nao,Viaja_frequentemente,9,4,4,Masculino,3,1,2,Divorciado,3617,8,3,4,3,1,1,0,0
32,Nao,Viaja_raramente,3,4,3,Feminino,3,2,1,Casado,6725,1,3,3,4,8,7,6,3
36,Sim,Viaja_raramente,3,1,3,Masculino,2,3,4,Casado,10325,1,3,1,3,16,7,3,7
33,Nao,Viaja_raramente,1,3,2,Feminino,2,2,4,Solteiro,6949,0,3,1,3,5,0,1,4
37,Sim,Viaja_raramente,1,4,1,Masculino,2,3,3,Casado,10609,5,3,3,1,14,1,11,7
45,Nao,Nao_viaja,4,2,3,Masculino,3,2,2,Casado,4447,1,3,2,2,9,7,0,8
29,Nao,Viaja_frequentemente,20,3,3,Feminino,3,1,4,Casado,2157,1,3,2,3,3,1,0,2
35,Nao,Viaja_raramente,18,3,3,Feminino,3,2,3,Casado,4601,1,3,2,3,5,2,1,0
52,Nao,Viaja_raramente,1,2,4,Masculino,3,4,4,Casado,17099,2,3,2,2,9,8,7,8
58,Sim,Viaja_raramente,2,3,4,Masculino,3,1,3,Solteiro,2479,4,4,1,3,1,0,0,0
53,Nao,Viaja_raramente,2,2,3,Masculino,3,4,3,Divorciado,14852,6,3,3,4,17,13,15,2
30,Nao,Viaja_raramente,8,2,3,Masculino,3,3,3,Divorciado,7264,5,3,1,4,8,4,7,7
38,Nao,Nao_viaja,10,3,3,Feminino,3,2,4,Solteiro,5666,1,3,2,3,5,3,1,3
35,Nao,Viaja_raramente,3,4,4,Masculino,3,3,4,Divorciado,7823,6,3,2,3,10,9,0,8
39,Nao,Viaja_raramente,2,5,1,Masculino,4,3,3,Solteiro,7880,0,3,4,3,8,7,0,7
40,Sim,Nao_viaja,24,3,2,Feminino,4,4,2,Solteiro,13194,4,3,4,2,1,0,0,0
47,Nao,Viaja_frequentemente,16,4,3,Masculino,4,2,3,Divorciado,5067,1,3,3,4,19,10,2,7
36,Nao,Nao_viaja,8,4,1,Masculino,3,2,4,Divorciado,5079,4,3,4,3,7,7,0,7
31,Sim,Nao_viaja,9,2,3,Masculino,2,1,1,Solteiro,2321,0,4,1,3,3,2,1,2
33,Nao,Nao_viaja,17,3,4,Masculino,3,4,3,Solteiro,17444,1,3,4,3,10,8,6,0
29,Sim,Viaja_raramente,10,3,4,Feminino,2,1,1,Solteiro,2404,6,4,3,3,0,0,0,0
33,Nao,Viaja_raramente,13,1,2,Feminino,3,1,4,Solteiro,3452,3,3,1,3,3,2,0,2
45,Nao,Viaja_raramente,1,4,4,Feminino,3,1,4,Divorciado,2270,3,3,4,3,5,3,0,2
50,Nao,Viaja_raramente,1,2,4,Masculino,3,4,4,Divorciado,17399,9,4,3,2,5,4,1,3
33,Nao,Viaja_frequentemente,1,4,3,Feminino,4,2,2,Casado,5488,1,3,1,3,6,5,1,2
41,Nao,Viaja_frequentemente,9,3,1,Masculino,3,5,3,Divorciado,19419,2,3,2,4,18,16,0,11
27,Nao,Viaja_raramente,16,4,3,Feminino,3,1,2,Casado,2811,9,3,2,3,2,2,2,2
45,Nao,Nao_viaja,23,2,4,Masculino,3,2,1,Casado,3633,1,3,3,3,9,8,0,8
47,Nao,Viaja_raramente,4,2,4,Feminino,3,2,4,Solteiro,4163,1,3,3,3,9,0,0,7
30,Sim,Viaja_raramente,22,3,1,Feminino,3,1,3,Casado,2132,4,3,2,3,5,2,0,1
50,Nao,Viaja_raramente,24,3,4,Masculino,3,4,3,Casado,13973,3,3,4,3,12,11,1,5
38,Nao,Viaja_frequentemente,10,1,3,Masculino,3,1,3,Casado,2684,0,3,2,2,2,1,0,2
46,Nao,Viaja_raramente,7,2,4,Masculino,3,3,3,Divorciado,10845,6,3,2,3,8,7,0,7
24,Nao,Viaja_raramente,17,1,4,Feminino,2,2,3,Divorciado,4377,1,3,2,3,4,2,3,2
35,Sim,Viaja_raramente,14,4,3,Masculino,2,1,2,Divorciado,3743,1,4,4,1,4,2,0,2
31,Nao,Viaja_frequentemente,1,1,3,Feminino,3,2,1,Casado,4148,1,3,3,3,4,3,0,3
18,Nao,Nao_viaja,5,2,2,Masculino,3,1,4,Solteiro,1051,1,3,4,3,0,0,0,0
54,Nao,Viaja_raramente,17,3,3,Feminino,3,3,3,Casado,10739,8,3,3,3,10,7,0,8
35,Nao,Viaja_raramente,25,4,3,Feminino,3,3,3,Divorciado,10388,1,3,3,2,16,10,10,1
30,Nao,Viaja_raramente,8,2,2,Feminino,4,3,1,Casado,11416,0,3,3,2,8,7,1,7
